document_id,parent_document_id,document_type,split,variant_profile,image_path,annotation_path,rotation_degrees,blur_radius,noise_sigma,jpeg_quality
1099_nec_2026_000006_scan_mild_01,1099_nec_2026_000006,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000006_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000006_scan_mild_01.json,-0.5496,0.4034,3.2487,87
1099_nec_2026_000006_scan_hard_02,1099_nec_2026_000006,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000006_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000006_scan_hard_02.json,0.1418,1.0192,9.3206,70
1099_nec_2026_000007_scan_mild_01,1099_nec_2026_000007,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000007_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000007_scan_mild_01.json,0.3891,0.633,3.9287,81
1099_nec_2026_000007_scan_hard_02,1099_nec_2026_000007,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000007_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000007_scan_hard_02.json,-1.4509,0.7272,6.7533,52
1099_nec_2026_000008_scan_mild_01,1099_nec_2026_000008,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000008_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000008_scan_mild_01.json,1.0078,0.3129,2.4966,82
1099_nec_2026_000008_scan_hard_02,1099_nec_2026_000008,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000008_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000008_scan_hard_02.json,1.0574,0.9704,7.5247,61
1099_nec_2026_000009_scan_mild_01,1099_nec_2026_000009,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000009_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000009_scan_mild_01.json,-0.157,0.6197,2.4449,75
1099_nec_2026_000009_scan_hard_02,1099_nec_2026_000009,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000009_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000009_scan_hard_02.json,2.2611,1.1905,8.7466,54
1099_nec_2026_000010_scan_mild_01,1099_nec_2026_000010,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000010_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000010_scan_mild_01.json,-0.7661,0.6165,3.5683,81
1099_nec_2026_000010_scan_hard_02,1099_nec_2026_000010,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000010_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000010_scan_hard_02.json,0.2657,0.8182,5.1509,50
1099_nec_2026_000011_scan_mild_01,1099_nec_2026_000011,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000011_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000011_scan_mild_01.json,0.3267,0.4305,2.6519,83
1099_nec_2026_000011_scan_hard_02,1099_nec_2026_000011,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000011_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000011_scan_hard_02.json,1.8846,1.2438,5.1253,62
1099_nec_2026_000012_scan_mild_01,1099_nec_2026_000012,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000012_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000012_scan_mild_01.json,-0.9109,0.2186,2.9339,88
1099_nec_2026_000012_scan_hard_02,1099_nec_2026_000012,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000012_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000012_scan_hard_02.json,-0.7883,1.0561,6.1607,66
1099_nec_2026_000013_scan_mild_01,1099_nec_2026_000013,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000013_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000013_scan_mild_01.json,0.6747,0.3578,2.1347,75
1099_nec_2026_000013_scan_hard_02,1099_nec_2026_000013,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000013_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000013_scan_hard_02.json,-0.6763,0.8259,5.7148,50
1099_nec_2026_000014_scan_mild_01,1099_nec_2026_000014,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000014_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000014_scan_mild_01.json,1.1987,0.2185,4.9323,77
1099_nec_2026_000014_scan_hard_02,1099_nec_2026_000014,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000014_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000014_scan_hard_02.json,1.103,1.2544,8.8309,66
1099_nec_2026_000015_scan_mild_01,1099_nec_2026_000015,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000015_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000015_scan_mild_01.json,1.1098,0.4855,4.7555,79
1099_nec_2026_000015_scan_hard_02,1099_nec_2026_000015,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000015_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000015_scan_hard_02.json,-0.0364,0.8308,7.1895,60
1099_nec_2026_000016_scan_mild_01,1099_nec_2026_000016,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000016_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000016_scan_mild_01.json,-0.6397,0.589,2.6202,84
1099_nec_2026_000016_scan_hard_02,1099_nec_2026_000016,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000016_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000016_scan_hard_02.json,-1.9146,0.689,8.7269,59
1099_nec_2026_000017_scan_mild_01,1099_nec_2026_000017,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000017_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000017_scan_mild_01.json,0.6217,0.2946,3.9671,72
1099_nec_2026_000017_scan_hard_02,1099_nec_2026_000017,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000017_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000017_scan_hard_02.json,1.8875,1.118,5.9516,53
1099_nec_2026_000018_scan_mild_01,1099_nec_2026_000018,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000018_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000018_scan_mild_01.json,0.9006,0.6034,4.8595,88
1099_nec_2026_000018_scan_hard_02,1099_nec_2026_000018,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000018_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000018_scan_hard_02.json,-0.4393,0.6962,5.6393,52
1099_nec_2026_000019_scan_mild_01,1099_nec_2026_000019,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000019_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000019_scan_mild_01.json,-0.5239,0.3212,3.0995,88
1099_nec_2026_000019_scan_hard_02,1099_nec_2026_000019,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000019_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000019_scan_hard_02.json,-1.6291,0.807,5.551,52
1099_nec_2026_000020_scan_mild_01,1099_nec_2026_000020,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000020_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000020_scan_mild_01.json,-0.968,0.2515,2.6093,86
1099_nec_2026_000020_scan_hard_02,1099_nec_2026_000020,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000020_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000020_scan_hard_02.json,-2.2195,0.7798,6.0742,64
1099_nec_2026_000021_scan_mild_01,1099_nec_2026_000021,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000021_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000021_scan_mild_01.json,-0.3377,0.2433,3.022,90
1099_nec_2026_000021_scan_hard_02,1099_nec_2026_000021,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000021_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000021_scan_hard_02.json,-1.6289,0.652,7.4869,61
1099_nec_2026_000022_scan_mild_01,1099_nec_2026_000022,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000022_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000022_scan_mild_01.json,-1.2054,0.1903,3.1483,87
1099_nec_2026_000022_scan_hard_02,1099_nec_2026_000022,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000022_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000022_scan_hard_02.json,-2.049,0.9677,6.8954,56
1099_nec_2026_000023_scan_mild_01,1099_nec_2026_000023,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000023_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000023_scan_mild_01.json,0.8988,0.6117,4.7547,82
1099_nec_2026_000023_scan_hard_02,1099_nec_2026_000023,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000023_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000023_scan_hard_02.json,-1.3654,0.8235,6.2446,48
1099_nec_2026_000024_scan_mild_01,1099_nec_2026_000024,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000024_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000024_scan_mild_01.json,-0.7025,0.367,4.8788,74
1099_nec_2026_000024_scan_hard_02,1099_nec_2026_000024,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000024_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000024_scan_hard_02.json,-1.0238,0.6692,6.9843,66
1099_nec_2026_000025_scan_mild_01,1099_nec_2026_000025,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000025_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000025_scan_mild_01.json,-1.1468,0.429,3.0041,75
1099_nec_2026_000025_scan_hard_02,1099_nec_2026_000025,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000025_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000025_scan_hard_02.json,1.0017,0.9994,6.0509,51
1099_nec_2026_000026_scan_mild_01,1099_nec_2026_000026,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000026_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000026_scan_mild_01.json,-0.1975,0.6128,4.5856,74
1099_nec_2026_000026_scan_hard_02,1099_nec_2026_000026,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000026_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000026_scan_hard_02.json,1.7452,1.0163,8.0013,59
1099_nec_2026_000027_scan_mild_01,1099_nec_2026_000027,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000027_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000027_scan_mild_01.json,-1.0051,0.2468,4.6085,72
1099_nec_2026_000027_scan_hard_02,1099_nec_2026_000027,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000027_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000027_scan_hard_02.json,-0.1049,1.1403,7.9403,56
1099_nec_2026_000028_scan_mild_01,1099_nec_2026_000028,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000028_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000028_scan_mild_01.json,-0.9232,0.5719,3.3639,88
1099_nec_2026_000028_scan_hard_02,1099_nec_2026_000028,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000028_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000028_scan_hard_02.json,1.4499,1.0356,9.3588,68
1099_nec_2026_000029_scan_mild_01,1099_nec_2026_000029,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000029_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000029_scan_mild_01.json,1.0919,0.4613,3.4254,81
1099_nec_2026_000029_scan_hard_02,1099_nec_2026_000029,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000029_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000029_scan_hard_02.json,-0.4171,0.8998,8.491,50
1099_nec_2026_000030_scan_mild_01,1099_nec_2026_000030,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000030_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000030_scan_mild_01.json,0.283,0.5462,2.4289,86
1099_nec_2026_000030_scan_hard_02,1099_nec_2026_000030,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000030_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000030_scan_hard_02.json,1.2551,1.2364,7.3347,70
1099_nec_2026_000031_scan_mild_01,1099_nec_2026_000031,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000031_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000031_scan_mild_01.json,0.3768,0.193,4.3762,84
1099_nec_2026_000031_scan_hard_02,1099_nec_2026_000031,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000031_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000031_scan_hard_02.json,0.9134,0.7927,9.0598,54
1099_nec_2026_000032_scan_mild_01,1099_nec_2026_000032,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000032_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000032_scan_mild_01.json,0.1483,0.4886,4.7082,80
1099_nec_2026_000032_scan_hard_02,1099_nec_2026_000032,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000032_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000032_scan_hard_02.json,2.484,0.8851,7.0105,63
1099_nec_2026_000033_scan_mild_01,1099_nec_2026_000033,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000033_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000033_scan_mild_01.json,1.1971,0.1848,4.9925,74
1099_nec_2026_000033_scan_hard_02,1099_nec_2026_000033,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000033_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000033_scan_hard_02.json,-2.083,0.814,8.4864,54
1099_nec_2026_000034_scan_mild_01,1099_nec_2026_000034,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000034_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000034_scan_mild_01.json,0.6405,0.2399,4.1114,81
1099_nec_2026_000034_scan_hard_02,1099_nec_2026_000034,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000034_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000034_scan_hard_02.json,-0.6931,0.9317,7.3368,55
1099_nec_2026_000035_scan_mild_01,1099_nec_2026_000035,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000035_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000035_scan_mild_01.json,0.8525,0.3796,2.8423,77
1099_nec_2026_000035_scan_hard_02,1099_nec_2026_000035,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000035_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000035_scan_hard_02.json,-1.5084,1.3451,9.2643,60
1099_nec_2026_000036_scan_mild_01,1099_nec_2026_000036,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000036_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000036_scan_mild_01.json,-0.5155,0.2926,4.4138,78
1099_nec_2026_000036_scan_hard_02,1099_nec_2026_000036,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000036_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000036_scan_hard_02.json,0.677,1.2893,9.9054,55
1099_nec_2026_000037_scan_mild_01,1099_nec_2026_000037,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000037_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000037_scan_mild_01.json,-0.2307,0.6153,3.1047,75
1099_nec_2026_000037_scan_hard_02,1099_nec_2026_000037,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000037_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000037_scan_hard_02.json,-0.304,0.8008,5.5701,70
1099_nec_2026_000038_scan_mild_01,1099_nec_2026_000038,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000038_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000038_scan_mild_01.json,-0.1905,0.2735,3.2105,90
1099_nec_2026_000038_scan_hard_02,1099_nec_2026_000038,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000038_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000038_scan_hard_02.json,1.3303,0.968,7.606,54
1099_nec_2026_000039_scan_mild_01,1099_nec_2026_000039,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000039_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000039_scan_mild_01.json,0.0783,0.2542,3.8193,78
1099_nec_2026_000039_scan_hard_02,1099_nec_2026_000039,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000039_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000039_scan_hard_02.json,2.1573,1.1777,8.2477,51
1099_nec_2026_000040_scan_mild_01,1099_nec_2026_000040,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000040_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000040_scan_mild_01.json,1.0245,0.438,2.2552,72
1099_nec_2026_000040_scan_hard_02,1099_nec_2026_000040,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000040_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000040_scan_hard_02.json,0.3413,1.1837,7.7395,63
1099_nec_2026_000041_scan_mild_01,1099_nec_2026_000041,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000041_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000041_scan_mild_01.json,0.3032,0.4421,3.8216,81
1099_nec_2026_000041_scan_hard_02,1099_nec_2026_000041,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000041_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000041_scan_hard_02.json,-1.8481,0.8309,6.9749,69
1099_nec_2026_000042_scan_mild_01,1099_nec_2026_000042,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000042_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000042_scan_mild_01.json,-0.9973,0.5047,3.9931,89
1099_nec_2026_000042_scan_hard_02,1099_nec_2026_000042,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000042_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000042_scan_hard_02.json,1.2038,1.23,6.5079,68
1099_nec_2026_000043_scan_mild_01,1099_nec_2026_000043,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000043_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000043_scan_mild_01.json,0.9001,0.4818,4.4661,75
1099_nec_2026_000043_scan_hard_02,1099_nec_2026_000043,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000043_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000043_scan_hard_02.json,-0.7573,1.0499,9.0978,62
1099_nec_2026_000044_scan_mild_01,1099_nec_2026_000044,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000044_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000044_scan_mild_01.json,-0.0326,0.6282,4.3394,82
1099_nec_2026_000044_scan_hard_02,1099_nec_2026_000044,1099_nec,validation,hard,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000044_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000044_scan_hard_02.json,-1.799,1.2621,5.7267,53
1099_nec_2026_000045_scan_mild_01,1099_nec_2026_000045,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000045_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000045_scan_mild_01.json,0.3772,0.4002,3.2068,78
1099_nec_2026_000045_scan_hard_02,1099_nec_2026_000045,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000045_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000045_scan_hard_02.json,1.3501,1.15,5.1802,60
1099_nec_2026_000046_scan_mild_01,1099_nec_2026_000046,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000046_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000046_scan_mild_01.json,0.5704,0.5855,3.7478,86
1099_nec_2026_000046_scan_hard_02,1099_nec_2026_000046,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000046_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000046_scan_hard_02.json,-1.071,1.1847,9.6915,63
1099_nec_2026_000047_scan_mild_01,1099_nec_2026_000047,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000047_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000047_scan_mild_01.json,-1.2277,0.1944,3.4639,77
1099_nec_2026_000047_scan_hard_02,1099_nec_2026_000047,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000047_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000047_scan_hard_02.json,-1.4534,0.7298,9.7054,56
1099_nec_2026_000048_scan_mild_01,1099_nec_2026_000048,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000048_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000048_scan_mild_01.json,0.3097,0.4564,4.4793,73
1099_nec_2026_000048_scan_hard_02,1099_nec_2026_000048,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000048_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000048_scan_hard_02.json,2.0543,0.6865,7.624,61
1099_nec_2026_000049_scan_mild_01,1099_nec_2026_000049,1099_nec,test,mild,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000049_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000049_scan_mild_01.json,0.819,0.3552,4.5405,88
1099_nec_2026_000049_scan_hard_02,1099_nec_2026_000049,1099_nec,test,hard,data\processed\irs_scan_variants\1099_nec\test\1099_nec_2026_000049_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\test\1099_nec_2026_000049_scan_hard_02.json,-0.6247,0.6787,6.5894,66
1099_nec_2026_000050_scan_mild_01,1099_nec_2026_000050,1099_nec,train,mild,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000050_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000050_scan_mild_01.json,-0.958,0.3828,4.4519,90
1099_nec_2026_000050_scan_hard_02,1099_nec_2026_000050,1099_nec,train,hard,data\processed\irs_scan_variants\1099_nec\train\1099_nec_2026_000050_scan_hard_02.jpg,data\annotations\irs_scan_variants\1099_nec\train\1099_nec_2026_000050_scan_hard_02.json,1.03,1.1299,9.8087,70
1099_nec_2026_000051_scan_mild_01,1099_nec_2026_000051,1099_nec,validation,mild,data\processed\irs_scan_variants\1099_nec\validation\1099_nec_2026_000051_scan_mild_01.jpg,data\annotations\irs_scan_variants\1099_nec\validation\1099_nec_2026_000051_scan_mild_01.json,-0.3642,0.2058,3.8211,73
